id,timestamp,device_timestamp,freeheapmemory,networktrafficvolume,packetsize,responsetime,errorrate,powerconsumption
23136,2024-08-25 16:26:09.244802+00,152670,46256,0,0,0,0,0.02
23137,2024-08-25 16:26:22.375992+00,168533,45520,0,0,-1,0,0.03
23138,2024-08-25 16:26:22.51039+00,159151,46016,0,0,-1,0,0.02
23139,2024-08-25 16:26:26.039864+00,169533,45368,0,0,0,0,0.02
23140,2024-08-25 16:26:34.695831+00,177882,45544,0,0,0,0,0.02
23141,2024-08-25 16:26:39.639243+00,183882,44976,0,0,-1,0,0.03
23142,2024-08-25 16:26:40.604777+00,186432,45336,0,0,0,0,0.02
23143,2024-08-25 16:26:41.227231+00,187432,45152,0,0,0,0,0.02
23144,2024-08-25 16:26:42.519516+00,188432,42464,0,0,0,0,0.03
23145,2024-08-25 16:26:43.428003+00,189432,41160,0,0,0,0,0.02
23146,2024-08-25 16:26:44.707593+00,190904,41752,0,0,-1,0,0.03
23147,2024-08-25 16:26:45.765281+00,191904,40648,0,0,0,0,0.05
23148,2024-08-25 16:26:46.724086+00,192904,39120,0,0,0,0,0.03
23149,2024-08-25 16:26:47.956671+00,193904,38792,0,0,0,0,0.03
23150,2024-08-25 16:26:48.676743+00,194904,41992,0,0,0,0,0.05
23151,2024-08-25 16:26:49.79423+00,195904,39968,0,0,0,0,0.03
23152,2024-08-25 16:26:50.707388+00,196904,38160,0,0,0,0,0.03
23153,2024-08-25 16:26:51.686213+00,197904,35800,0,0,0,0,0.02
23154,2024-08-25 16:26:52.674229+00,198904,33632,0,0,0,0,0.05
23155,2024-08-25 16:26:53.748057+00,199904,32648,0,0,0,0,0.05
23156,2024-08-25 16:27:00.165444+00,200904,29912,0,0,-1,0,0.03
23157,2024-08-25 16:27:04.971965+00,208336,38024,0,0,-1,0,0.05
23158,2024-08-25 16:27:10.361089+00,215719,40544,0,0,-1,0,0.09
23159,2024-08-25 16:27:10.980442+00,217142,43696,0,0,0,0,0.02
23160,2024-08-25 16:27:11.928143+00,218142,43344,0,0,0,0,0
23161,2024-08-25 16:27:12.945904+00,219142,41160,0,0,0,0,0.02
23162,2024-08-25 16:27:15.812134+00,220142,40440,0,0,-1,0,0.02
23163,2024-08-25 16:27:16.356577+00,222581,41616,0,0,0,0,0.02
23164,2024-08-25 16:27:17.360031+00,223581,38344,0,0,0,0,0.02
23165,2024-08-25 16:27:18.363144+00,224581,41168,0,0,0,0,0.02
23166,2024-08-25 16:27:19.408868+00,225581,42952,0,0,0,0,0
23167,2024-08-25 16:27:20.384071+00,226581,41424,0,0,0,0,0.02
23168,2024-08-25 16:27:21.381611+00,227581,39224,0,0,0,0,0.02
23169,2024-08-25 16:27:24.654295+00,228581,35928,0,0,0,0,0.02
23170,2024-08-25 16:27:25.212339+00,231423,35720,0,0,-1,0,0.02
23171,2024-08-25 16:27:27.309855+00,232849,36240,0,0,0,0,0.12
23172,2024-08-25 16:27:33.840865+00,236443,42056,0,0,-1,0,0.02
23173,2024-08-25 16:27:36.03238+00,242045,44136,0,0,-1,0,0.05
23174,2024-08-25 16:27:36.898414+00,243045,42784,0,0,0,0,0.03
23175,2024-08-25 16:27:37.961944+00,244045,41400,0,0,-1,0,0.03
23176,2024-08-25 16:27:38.823317+00,245045,40904,0,0,-1,0,0.03
23177,2024-08-25 16:27:39.900469+00,246045,40904,0,0,-1,0,0.02
23178,2024-08-25 16:27:46.290371+00,252048,44712,0,0,0,0,0.05
23179,2024-08-25 16:27:47.010254+00,253112,44056,0,0,-1,0,0
23180,2024-08-25 16:27:48.517304+00,254112,42632,0,0,0,0,0.02
23181,2024-08-25 16:27:57.473464+00,257308,42744,0,0,-1,0,0.05
23182,2024-08-25 16:27:58.761888+00,264677,44520,0,0,0,0,0.02
23183,2024-08-25 16:27:59.732373+00,265677,44936,0,0,0,0,0.02
23184,2024-08-25 16:28:00.479687+00,266677,43608,0,0,0,0,0.03
23185,2024-08-25 16:28:01.635072+00,267677,42200,0,0,-1,0,0.03
23186,2024-08-25 16:28:03.076106+00,268677,42456,0,0,0,0,0.03
23187,2024-08-25 16:28:06.806291+00,272226,41904,0,0,-1,0,0.05
23188,2024-08-25 16:28:10.212663+00,273531,43664,0,0,0,0,0.02
23189,2024-08-25 16:28:13.156213+00,276957,43752,0,0,-1,0,0.03
